date,hodder_place,henthorn,new_jumbles_rock,whalley_weir
2019-01-12,4.67,6.47,17.2,7.45
2019-01-13,11.4,15.5,41.6,15.4
2019-01-14,6.73,10.5,26.1,8.99
2019-01-15,5.79,7.9,20.0,6.79
2019-01-16,5.91,8.31,21.6,8.4
2019-01-17,4.91,8.15,19.3,6.55
2019-01-18,4.36,6.11,15.8,6.06
2019-01-19,4.59,5.86,15.5,5.62
2019-01-20,4.13,5.5,14.1,5.03
2019-01-21,4.19,5.44,14.9,6.44
2019-01-22,7.97,9.2,25.8,9.66
2019-01-23,5.64,7.57,19.6,6.74
2019-01-24,4.93,6.32,16.6,6.23
2019-01-25,11.1,14.6,34.4,9.47
2019-01-26,21.8,36.6,78.6,23.2
2019-01-27,14.4,25.9,61.0,19.1
2019-01-28,7.01,11.2,27.4,9.48
2019-01-29,7.99,10.8,27.7,9.57
2019-01-30,6.54,9.14,23.1,7.76
2019-01-31,5.13,7.28,18.4,6.43
2019-02-01,4.23,5.94,15.3,5.65
2019-02-02,3.66,5.06,13.1,4.84
2019-02-03,5.72,5.62,15.5,5.97
2019-02-04,14.3,32.0,58.9,11.5
2019-02-05,17.7,25.2,55.4,13.9
2019-02-06,14.9,25.6,56.9,15.1
2019-02-07,17.4,23.2,61.4,21.1
2019-02-08,37.3,53.4,114.0,27.3
2019-02-09,37.5,74.2,134.0,27.5
2019-02-10,14.8,25.1,56.2,14.8
2019-02-11,9.93,15.4,36.3,10.8
2019-02-12,8.78,12.6,29.2,8.64
2019-02-13,8.51,15.8,32.4,7.75
2019-02-14,6.0,9.73,22.0,6.5
2019-02-15,4.93,7.64,17.8,5.61
2019-02-16,4.29,6.42,15.3,5.0
2019-02-17,3.86,5.61,13.6,4.54
2019-02-18,3.54,5.16,12.5,4.38
2019-02-19,3.69,5.4,13.7,5.35
2019-02-20,5.6,9.87,19.7,5.31
2019-02-21,8.34,16.1,29.5,4.95
2019-02-22,5.04,8.14,17.3,4.3
2019-02-23,4.01,5.85,13.4,3.8
2019-02-24,3.52,4.79,11.5,3.52
2019-02-25,3.19,4.22,10.4,3.37
2019-02-26,2.95,3.81,9.59,3.24
2019-02-27,2.78,3.54,9.0,3.04
2019-02-28,2.68,3.35,8.69,2.97
2019-03-01,2.59,3.14,8.34,2.96
2019-03-02,6.83,5.35,15.4,4.5
2019-03-03,12.3,16.0,33.9,6.16
2019-03-04,15.8,19.5,46.4,9.94
2019-03-05,27.1,33.3,72.6,14.6
2019-03-06,38.6,60.9,118.0,20.8
2019-03-07,39.9,52.9,123.0,32.1
2019-03-08,25.4,35.3,80.2,20.7
2019-03-09,20.0,41.4,81.6,19.8
2019-03-10,18.8,32.2,77.6,27.2
2019-03-11,26.2,37.5,82.1,23.9
2019-03-12,63.8,108.0,226.0,56.7
2019-03-13,52.3,84.1,178.0,50.1
2019-03-14,52.7,94.5,205.0,57.5
2019-03-15,28.2,46.6,112.0,40.5
2019-03-16,139.0,203.0,466.0,129.0
2019-03-17,29.1,56.9,120.0,32.8
2019-03-18,14.4,29.7,65.4,18.8
2019-03-19,13.0,19.9,48.3,14.0
2019-03-20,10.6,15.9,38.3,10.8
2019-03-21,7.64,12.2,28.3,8.42
2019-03-22,6.7,9.88,23.7,7.38
2019-03-23,5.95,11.0,22.9,6.11
2019-03-24,5.04,8.0,18.3,5.52
2019-03-25,4.35,6.76,15.7,4.92
2019-03-26,3.86,5.89,13.9,4.49
2019-03-27,3.55,5.26,12.6,4.15
2019-03-28,3.32,4.75,11.6,3.93
2019-03-29,3.12,4.38,10.8,3.76
2019-03-30,2.97,4.07,10.2,3.6
2019-03-31,2.78,3.72,9.47,3.39
