date,hodder_place,henthorn,new_jumbles_rock,whalley_weir
2011-08-31,3.4,2.92,8.84,2.71
2011-09-01,2.84,2.66,7.66,2.4
2011-09-02,2.45,2.46,6.85,2.22
2011-09-03,8.97,4.64,17.6,4.48
2011-09-04,6.98,10.3,22.2,3.97
2011-09-05,37.3,21.9,64.3,10.2
2011-09-06,64.4,107.0,209.0,36.2
2011-09-07,27.1,45.6,97.7,23.7
2011-09-08,36.7,52.0,114.0,24.5
2011-09-09,15.3,23.6,52.7,10.0
2011-09-10,10.4,14.8,32.5,6.53
2011-09-11,7.74,12.4,25.5,5.35
2011-09-12,12.8,14.8,34.6,6.04
2011-09-13,7.67,9.71,22.1,4.96
2011-09-14,13.0,16.2,35.2,5.49
2011-09-15,8.09,9.91,22.5,4.37
2011-09-16,9.03,11.6,29.5,8.57
2011-09-17,41.9,55.5,124.0,26.7
2011-09-18,16.0,22.8,57.2,13.2
2011-09-19,14.1,14.6,38.7,9.0
2011-09-20,14.9,24.3,54.0,10.7
2011-09-21,9.45,15.0,35.4,9.63
2011-09-22,7.13,13.2,28.9,7.04
2011-09-23,5.31,7.94,18.5,5.13
2011-09-24,4.75,6.46,15.5,4.41
2011-09-25,5.2,6.25,15.4,4.65
2011-09-26,7.52,11.8,24.1,4.56
2011-09-27,4.59,6.74,15.0,3.76
2011-09-28,3.88,5.18,12.2,3.29
2011-09-29,3.45,4.36,10.6,3.03
2011-09-30,3.08,3.76,9.57,2.85
2011-10-01,2.74,3.37,8.62,2.67
2011-10-02,3.49,3.44,9.69,3.1
2011-10-03,3.51,3.72,9.86,2.74
2011-10-04,2.89,3.54,8.78,2.58
2011-10-05,9.38,11.3,26.2,6.02
2011-10-06,25.8,35.5,82.4,18.2
2011-10-07,9.7,15.0,36.0,8.37
2011-10-08,41.0,13.5,75.8,22.2
2011-10-09,57.0,73.2,179.0,50.7
2011-10-10,48.7,91.4,182.0,47.3
2011-10-11,33.3,53.5,127.0,36.6
2011-10-12,45.1,85.9,171.0,40.6
2011-10-13,14.0,26.9,60.1,14.1
2011-10-14,8.66,15.4,35.1,8.85
2011-10-15,6.54,10.7,24.6,6.64
2011-10-16,5.96,8.81,21.0,5.97
2011-10-17,12.1,16.1,37.4,8.96
2011-10-18,26.3,33.3,88.6,23.2
2011-10-19,11.9,16.8,44.1,11.4
2011-10-20,7.08,9.92,25.0,7.76
2011-10-21,7.35,10.0,23.4,5.81
2011-10-22,5.79,8.61,19.7,5.0
2011-10-23,5.23,6.65,16.3,4.48
2011-10-24,4.59,6.09,14.8,4.3
2011-10-25,4.42,5.58,13.9,3.97
2011-10-26,3.98,5.2,12.6,3.58
2011-10-27,3.91,4.72,11.9,3.49
2011-10-28,3.83,4.64,11.6,3.31
2011-10-29,7.23,6.8,18.4,5.05
2011-10-30,6.54,11.8,24.0,4.8
2011-10-31,7.52,8.28,20.2,4.95
2011-11-01,11.3,15.3,35.3,6.87
2011-11-02,6.13,9.06,20.0,4.73
2011-11-03,10.2,12.8,29.8,6.55
2011-11-04,18.3,27.2,63.8,17.5
2011-11-05,10.1,20.5,44.1,9.57
2011-11-06,6.26,10.3,23.2,6.01
2011-11-07,5.17,7.7,18.0,5.02
2011-11-08,4.84,6.84,16.5,4.83
2011-11-09,4.47,6.25,15.2,4.56
2011-11-10,4.26,6.03,14.4,4.21
2011-11-11,10.3,8.99,26.3,7.58
2011-11-12,9.24,16.3,35.7,7.57
2011-11-13,5.39,8.46,19.2,5.06
2011-11-14,4.43,6.62,15.4,4.4
2011-11-15,3.92,5.6,13.3,3.9
2011-11-16,3.59,5.08,12.1,3.6
2011-11-17,3.44,4.58,11.3,3.44
2011-11-18,3.26,4.2,10.5,3.18
2011-11-19,3.07,3.96,9.94,3.07
2011-11-20,2.96,3.73,9.52,3.01
2011-11-21,3.02,3.68,9.65,3.13
2011-11-22,3.03,3.87,9.77,3.05
2011-11-23,9.83,5.1,16.0,2.93
2011-11-24,20.2,29.0,57.2,5.43
2011-11-25,16.8,23.9,56.7,11.4
2011-11-26,21.9,44.7,83.0,15.1
2011-11-27,14.1,26.5,56.3,10.9
2011-11-28,7.03,12.2,26.3,6.12
2011-11-29,10.5,11.9,33.8,10.0
2011-11-30,8.18,13.6,30.3,7.24
2011-12-01,8.71,13.8,31.1,7.55
2011-12-02,22.7,25.0,57.8,10.5
2011-12-03,23.7,40.0,89.2,20.2
2011-12-04,22.8,28.7,83.8,27.3
2011-12-05,14.0,23.1,61.2,18.8
2011-12-06,26.6,38.8,102.0,37.3
2011-12-07,22.4,59.4,108.0,22.9
2011-12-08,37.8,90.0,144.0,20.6
2011-12-09,15.7,35.3,73.3,17.3
2011-12-10,12.6,24.3,54.5,13.8
2011-12-11,37.8,49.8,105.0,18.6
2011-12-12,41.4,52.0,129.0,38.4
2011-12-13,27.4,55.3,110.0,23.2
2011-12-14,14.5,29.5,62.3,14.7
2011-12-15,21.8,33.6,80.4,21.1
2011-12-16,13.8,23.4,54.6,12.9
2011-12-17,13.1,17.3,45.8,11.9
2011-12-18,10.3,12.3,33.9,9.24
2011-12-19,33.7,26.1,89.9,28.9
2011-12-20,19.9,26.9,68.5,16.7
2011-12-21,21.9,29.5,73.2,16.8
2011-12-22,14.5,22.5,54.6,13.8
2011-12-23,33.1,40.7,103.0,27.0
2011-12-24,27.2,39.1,97.3,30.4
2011-12-25,19.3,45.1,87.4,19.3
2011-12-26,11.9,27.6,56.3,12.8
2011-12-27,13.2,29.3,63.3,16.9
2011-12-28,10.6,17.9,42.1,11.5
2011-12-29,24.8,39.5,98.8,31.4
2011-12-30,44.3,45.1,130.0,40.7
2011-12-31,50.5,68.4,154.0,36.1
2012-01-01,31.8,52.8,121.0,35.6
2012-01-02,31.5,45.0,102.0,28.2
2012-01-03,43.0,83.8,174.0,44.9
2012-01-04,83.3,130.0,279.0,73.0
2012-01-05,38.9,73.6,152.0,37.4
2012-01-06,23.9,39.3,89.7,23.5
2012-01-07,17.9,34.6,73.7,16.1
2012-01-08,13.9,20.7,50.1,11.8
2012-01-09,14.0,20.1,47.8,10.6
2012-01-10,17.2,19.3,51.5,14.8
2012-01-11,28.1,35.0,94.7,28.2
2012-01-12,20.6,35.4,79.9,19.1
2012-01-13,10.2,15.5,38.8,10.6
2012-01-14,7.35,10.9,27.4,8.19
2012-01-15,6.12,8.81,22.1,6.87
2012-01-16,5.34,7.52,18.9,5.92
2012-01-17,4.86,6.64,16.6,5.26
2012-01-18,22.6,31.4,72.2,16.0
2012-01-19,14.9,22.2,56.9,16.1
2012-01-20,45.2,48.4,131.0,36.4
2012-01-21,16.6,34.7,71.5,15.2
2012-01-22,10.4,22.9,47.0,10.5
2012-01-23,7.93,14.9,32.1,8.23
2012-01-24,18.3,26.4,62.9,14.9
2012-01-25,13.6,24.4,52.5,10.9
2012-01-26,26.2,36.2,83.0,20.0
2012-01-27,30.4,44.5,109.0,30.6
2012-01-28,12.4,21.2,51.1,13.3
2012-01-29,8.35,13.7,33.0,9.39
2012-01-30,6.72,10.6,25.8,7.68
2012-01-31,5.68,8.68,21.0,6.38
2012-02-01,4.94,7.33,17.7,5.41
2012-02-02,4.38,6.36,15.5,4.85
2012-02-03,3.97,5.59,13.9,4.52
2012-02-04,4.13,5.47,14.7,5.16
2012-02-05,4.97,5.55,16.9,6.47
2012-02-06,9.1,7.29,25.6,8.77
2012-02-07,5.36,6.51,18.0,5.97
2012-02-08,4.19,5.48,14.6,4.89
2012-02-09,5.41,9.53,24.7,9.46
2012-02-10,5.03,8.64,21.1,6.79
2012-02-11,4.17,6.8,16.4,5.37
2012-02-12,5.02,7.73,18.1,5.59
2012-02-13,8.31,16.9,34.4,8.44
2012-02-14,5.67,16.3,28.8,6.47
2012-02-15,4.72,20.1,31.0,5.7
2012-02-16,10.9,12.5,31.6,7.91
2012-02-17,14.0,17.3,44.3,13.1
2012-02-18,34.5,50.8,108.0,23.6
2012-02-19,9.01,13.9,32.7,8.35
2012-02-20,77.2,68.6,169.0,34.3
2012-02-21,56.0,80.4,167.0,28.2
2012-02-22,52.5,92.6,179.0,36.5
2012-02-23,25.4,40.3,93.1,19.4
2012-02-24,12.7,23.0,56.0,12.3
2012-02-25,8.37,13.9,36.2,8.65
2012-02-26,6.78,10.1,27.6,7.23
2012-02-27,16.9,18.2,48.0,7.98
2012-02-28,11.5,15.8,41.6,8.19
2012-02-29,7.73,10.5,28.3,6.39
2012-03-01,6.1,8.17,22.4,5.34
2012-03-02,5.34,6.93,19.5,4.82
2012-03-03,6.21,7.83,21.2,4.92
2012-03-04,8.33,12.1,30.6,6.77
2012-03-05,5.88,9.61,21.6,5.21
2012-03-06,5.15,7.05,16.3,4.52
2012-03-07,15.2,20.5,44.0,7.48
2012-03-08,6.5,9.75,21.5,4.98
2012-03-09,5.73,8.46,18.6,4.64
2012-03-10,5.51,15.3,25.2,4.55
2012-03-11,4.97,8.4,17.4,4.13
2012-03-12,,6.55,14.5,3.87
2012-03-13,,5.67,12.9,3.64
2012-03-14,,5.12,11.9,3.47
2012-03-15,,4.73,11.1,3.41
2012-03-16,,4.29,10.5,3.46
2012-03-17,,4.93,12.7,4.23
2012-03-18,,5.01,12.1,3.79
2012-03-19,,4.0,10.1,3.32
2012-03-20,,3.58,9.27,3.11
2012-03-21,,3.37,8.76,2.97
2012-03-22,,3.34,8.54,2.92
2012-03-23,,3.1,8.14,2.85
2012-03-24,,2.89,7.72,2.73
2012-03-25,,2.74,7.37,2.63
2012-03-26,,2.57,7.04,2.58
2012-03-27,,2.45,6.79,2.52
2012-03-28,,2.44,6.66,2.46
2012-03-29,1.83,2.45,6.65,2.43
2012-03-30,1.79,2.3,6.42,2.4
2012-03-31,1.76,2.18,6.2,2.34
2012-04-01,1.71,2.11,6.04,2.31
2012-04-02,1.7,2.08,6.06,2.37
2012-04-03,2.0,2.26,7.23,3.02
2012-04-04,1.77,2.74,8.09,3.61
2012-04-05,1.65,2.94,7.07,2.53
2012-04-06,1.72,3.39,7.7,2.72
2012-04-07,1.86,4.36,9.0,2.76
2012-04-08,1.8,3.69,8.28,2.96
2012-04-09,11.9,10.4,33.2,11.3
2012-04-10,12.6,24.3,55.4,13.9
2012-04-11,6.02,9.84,24.3,7.65
2012-04-12,4.31,20.5,32.9,6.83
2012-04-13,3.19,9.42,18.5,5.23
2012-04-14,2.7,6.4,13.5,4.09
2012-04-15,2.31,4.7,10.6,3.5
2012-04-16,2.18,4.04,10.1,4.25
2012-04-17,9.1,15.4,35.1,9.08
2012-04-18,4.01,9.25,22.5,8.96
2012-04-19,4.31,14.8,33.7,13.0
2012-04-20,3.07,9.71,24.8,10.9
2012-04-21,2.55,8.12,17.8,6.77
2012-04-22,3.11,12.1,26.4,10.5
2012-04-23,2.69,9.21,18.5,5.85
2012-04-24,2.25,5.74,12.7,4.41
2012-04-25,2.86,7.86,25.0,14.1
2012-04-26,14.9,44.6,117.0,58.8
2012-04-27,8.6,18.7,52.8,20.1
2012-04-28,3.99,9.24,23.1,8.73
2012-04-29,6.53,10.0,30.9,13.1
2012-04-30,4.63,9.73,23.3,7.79
2012-05-01,3.15,6.55,15.9,5.75
2012-05-02,2.69,5.3,12.9,4.66
2012-05-03,2.41,4.56,11.2,4.15
2012-05-04,2.24,4.03,10.1,3.76
2012-05-05,2.08,3.55,9.11,3.42
2012-05-06,1.97,3.23,8.4,3.19
2012-05-07,2.29,3.83,14.8,9.06
2012-05-08,3.56,7.08,19.1,7.64
2012-05-09,14.4,18.0,49.1,20.1
2012-05-10,34.3,95.6,187.0,57.0
2012-05-11,10.4,23.5,52.7,13.8
2012-05-12,5.32,11.5,25.8,7.72
2012-05-13,4.8,8.36,20.2,6.73
2012-05-14,5.42,12.4,23.9,5.53
2012-05-15,3.8,8.91,17.9,4.72
2012-05-16,3.09,6.29,13.5,3.99
2012-05-17,2.83,5.3,12.1,3.86
2012-05-18,2.73,4.9,12.3,4.66
2012-05-19,3.51,6.18,14.6,4.65
2012-05-20,2.68,5.27,11.9,3.69
2012-05-21,2.34,4.05,9.94,3.4
2012-05-22,2.09,3.41,8.72,3.11
2012-05-23,1.98,3.03,7.95,2.87
2012-05-24,1.9,2.94,7.63,2.74
2012-05-25,1.76,2.61,6.98,2.58
2012-05-26,1.66,2.3,6.4,2.43
2012-05-27,1.61,2.16,6.12,2.36
2012-05-28,1.63,2.07,5.93,2.33
2012-05-29,1.63,2.11,5.89,2.31
2012-05-30,1.65,2.15,6.02,2.35
2012-05-31,2.44,2.98,9.83,4.44
2012-06-01,1.95,2.59,7.21,2.71
2012-06-02,1.8,2.33,6.84,3.2
2012-06-03,4.72,5.11,23.1,12.7
2012-06-04,2.77,4.16,12.2,4.88
2012-06-05,2.16,2.93,8.5,3.46
2012-06-06,4.36,3.21,11.9,4.52
2012-06-07,7.89,6.74,30.7,15.8
2012-06-08,13.2,17.8,56.0,20.4
2012-06-09,12.3,15.9,49.0,15.9
2012-06-10,5.8,7.58,25.0,10.5
2012-06-11,3.82,5.04,15.7,6.42
2012-06-12,3.01,3.78,11.4,4.54
2012-06-13,2.67,3.17,9.64,3.81
2012-06-14,2.55,3.11,12.7,8.16
2012-06-15,10.2,14.9,48.2,20.0
2012-06-16,31.1,44.8,99.5,21.1
2012-06-17,9.53,22.6,47.2,10.9
2012-06-18,4.94,8.81,20.3,5.95
2012-06-19,3.82,5.67,14.1,4.47
2012-06-20,3.09,4.32,11.2,3.78
2012-06-21,4.13,6.77,16.1,6.15
2012-06-22,155.0,203.0,536.0,186.0
2012-06-23,39.4,102.0,179.0,35.6
2012-06-24,14.4,36.7,70.3,15.3
2012-06-25,7.63,19.0,37.5,9.19
2012-06-26,5.48,12.4,24.9,6.72
2012-06-27,5.15,17.1,28.1,5.83
2012-06-28,6.55,32.0,52.1,11.0
2012-06-29,5.65,19.3,32.3,6.34
2012-06-30,5.61,13.3,28.3,8.89
2012-07-01,11.4,16.4,35.6,7.08
2012-07-02,12.3,18.8,44.3,12.7
2012-07-03,10.3,17.1,40.2,10.9
2012-07-04,10.9,32.4,59.6,15.3
2012-07-05,45.2,65.9,141.0,29.3
2012-07-06,33.5,52.3,144.0,56.5
2012-07-07,12.1,25.0,56.9,15.8
2012-07-08,7.8,16.4,39.5,12.6
2012-07-09,25.5,30.8,73.4,16.7
2012-07-10,23.8,37.7,86.2,21.2
2012-07-11,12.3,23.9,50.3,10.7
2012-07-12,6.47,12.5,26.4,6.89
2012-07-13,5.12,8.7,19.8,6.07
2012-07-14,4.3,6.75,15.8,5.08
2012-07-15,3.67,5.62,13.4,4.49
2012-07-16,4.01,6.17,14.6,4.9
2012-07-17,23.8,25.5,57.7,11.4
2012-07-18,27.5,54.0,106.0,22.3
2012-07-19,17.3,29.6,74.2,22.5
2012-07-20,13.1,19.8,55.5,18.4
2012-07-21,6.69,12.1,27.7,8.1
2012-07-22,4.83,8.05,18.6,5.88
2012-07-23,4.08,6.26,15.3,5.26
2012-07-24,3.68,5.3,13.1,4.5
2012-07-25,3.54,4.83,11.8,3.91
2012-07-26,3.41,4.62,11.4,3.88
2012-07-27,3.1,4.32,10.4,3.48
2012-07-28,3.1,4.12,10.8,4.09
2012-07-29,5.55,5.67,16.6,6.25
2012-07-30,8.34,7.9,22.0,5.38
2012-07-31,4.15,5.37,13.1,4.05
2012-08-01,9.13,7.78,19.9,3.97
2012-08-02,6.85,11.6,25.0,6.69
2012-08-03,4.33,6.32,15.5,4.92
2012-08-04,5.91,8.39,17.5,3.58
2012-08-05,4.56,14.9,22.9,4.07
2012-08-06,12.5,18.4,36.3,4.12
2012-08-07,8.99,8.82,29.0,9.72
2012-08-08,4.47,6.63,15.6,4.41
2012-08-09,3.38,4.83,11.4,3.37
2012-08-10,2.94,4.0,9.68,3.02
2012-08-11,2.66,3.56,8.7,2.83
2012-08-12,2.54,3.5,8.58,2.98
2012-08-13,2.69,3.42,8.56,2.83
2012-08-14,2.37,3.11,7.71,2.61
2012-08-15,4.42,8.25,20.1,8.33
2012-08-16,4.2,9.83,18.7,4.32
2012-08-17,13.3,17.1,40.4,11.1
2012-08-18,10.3,20.7,40.7,7.07
2012-08-19,7.26,11.3,23.9,5.87
2012-08-20,9.56,17.6,34.0,5.84
2012-08-21,12.5,25.7,60.4,18.8
2012-08-22,10.1,20.7,42.6,9.23
2012-08-23,6.18,13.5,26.2,6.36
2012-08-24,4.67,8.98,21.5,7.92
2012-08-25,42.9,42.9,128.0,44.5
2012-08-26,13.4,26.1,62.4,18.1
2012-08-27,20.0,33.7,69.8,15.0
2012-08-28,10.8,22.3,45.0,8.94
2012-08-29,15.6,19.6,45.1,13.7
2012-08-30,27.3,47.5,94.9,16.2
2012-08-31,7.71,13.8,29.3,7.12
2012-09-01,7.31,10.1,23.1,6.04
2012-09-02,11.1,15.2,33.7,6.34
2012-09-03,5.63,8.75,19.2,4.86
2012-09-04,8.44,7.63,20.3,4.79
2012-09-05,4.69,6.46,14.6,3.91
2012-09-06,3.92,5.34,12.4,3.66
2012-09-07,4.92,4.75,12.4,3.42
2012-09-08,3.97,4.95,11.6,3.28
2012-09-09,3.38,4.47,10.4,3.19
2012-09-10,28.8,18.9,49.8,5.32
2012-09-11,24.4,27.6,62.9,7.96
2012-09-12,43.0,42.1,107.0,22.7
2012-09-13,16.8,17.8,42.6,7.74
2012-09-14,18.7,27.7,56.3,7.35
2012-09-15,7.4,10.2,22.5,4.97
2012-09-16,41.3,42.3,99.9,19.4
2012-09-17,18.8,31.4,66.2,13.9
2012-09-18,18.5,27.7,66.9,16.3
2012-09-19,13.8,13.6,46.9,16.5
2012-09-20,32.9,36.8,108.0,37.7
2012-09-21,22.9,40.3,95.9,27.8
2012-09-22,9.29,14.0,35.1,10.3
2012-09-23,7.06,10.2,25.5,8.19
2012-09-24,90.6,113.0,286.0,95.0
2012-09-25,116.0,199.0,421.0,113.0
2012-09-26,30.9,65.5,139.0,37.2
2012-09-27,12.0,28.0,58.3,14.6
2012-09-28,9.33,19.2,45.8,14.7
2012-09-29,7.61,15.3,35.0,10.9
2012-09-30,51.2,57.4,131.0,24.0
2012-10-01,21.7,34.0,71.9,13.7
2012-10-02,37.5,53.1,125.0,36.5
2012-10-03,87.5,124.0,294.0,79.7
2012-10-04,27.3,42.4,97.4,25.3
2012-10-05,26.0,42.3,98.2,26.4
2012-10-06,13.5,20.7,52.8,14.9
2012-10-07,8.67,13.6,32.9,9.7
2012-10-08,6.82,10.5,25.2,7.72
2012-10-09,5.75,8.66,20.7,6.56
2012-10-10,5.12,7.55,18.1,5.84
2012-10-11,20.8,26.9,63.1,18.3
2012-10-12,17.2,31.5,68.7,15.7
2012-10-13,9.48,13.9,32.2,8.05
2012-10-14,6.31,9.75,22.5,6.61
2012-10-15,11.9,12.1,34.1,10.7
2012-10-16,24.1,27.5,78.6,23.6
2012-10-17,20.6,28.9,78.8,26.2
2012-10-18,9.04,17.4,43.3,14.1
2012-10-19,6.46,11.4,27.2,8.86
2012-10-20,5.41,8.91,21.0,6.85
2012-10-21,4.8,7.54,17.7,5.75
2012-10-22,4.4,6.53,15.7,5.2
2012-10-23,3.98,5.98,14.6,5.18
2012-10-24,3.6,5.48,13.3,4.71
2012-10-25,3.33,4.99,12.2,4.43
2012-10-26,3.08,4.51,11.0,3.97
2012-10-27,3.05,4.16,10.4,3.91
2012-10-28,65.4,42.7,126.0,20.2
2012-10-29,20.6,33.5,69.1,10.4
2012-10-30,14.8,15.9,40.5,8.98
2012-10-31,21.0,29.7,72.9,19.1
2012-11-01,21.5,29.3,76.8,23.5
2012-11-02,46.5,55.0,140.0,37.0
2012-11-03,19.8,28.5,70.4,17.7
2012-11-04,9.79,15.3,36.5,9.81
2012-11-05,6.79,10.2,24.3,7.18
2012-11-06,7.46,8.64,22.4,6.74
2012-11-07,7.24,8.3,21.5,6.39
2012-11-08,6.82,12.9,25.8,6.26
2012-11-09,12.2,14.9,34.3,7.25
2012-11-10,9.42,14.8,31.2,6.48
2012-11-11,8.01,9.12,22.4,5.64
2012-11-12,17.4,13.0,38.0,7.65
2012-11-13,11.8,21.8,41.8,6.24
2012-11-14,7.14,9.74,21.8,5.19
2012-11-15,5.76,7.33,17.2,4.7
2012-11-16,5.79,7.15,18.2,6.21
2012-11-17,9.17,13.2,33.1,9.67
2012-11-18,7.95,10.4,25.4,7.64
2012-11-19,11.7,21.2,43.4,8.26
2012-11-20,11.5,18.3,38.5,7.69
2012-11-21,16.7,30.2,68.6,18.4
2012-11-22,19.5,34.0,82.9,28.5
2012-11-23,18.3,28.6,68.4,16.8
2012-11-24,18.9,23.3,64.5,23.7
2012-11-25,42.1,53.1,149.0,51.7
2012-11-26,34.0,62.0,145.0,45.2
2012-11-27,12.2,25.3,61.0,18.7
2012-11-28,7.74,14.2,33.9,10.6
2012-11-29,6.18,10.2,24.6,7.91
2012-11-30,5.38,8.31,20.3,6.8
2012-12-01,6.8,8.09,23.7,8.59
2012-12-02,8.36,8.59,25.5,9.29
2012-12-03,20.2,21.1,63.4,18.4
2012-12-04,32.1,28.9,97.6,32.8
2012-12-05,10.3,13.9,38.7,11.9
2012-12-06,35.3,31.0,95.0,28.7
2012-12-07,17.1,23.5,62.1,16.8
2012-12-08,19.8,21.8,62.2,20.0
2012-12-09,16.3,38.8,76.3,16.3
2012-12-10,7.95,13.1,31.1,8.75
2012-12-11,5.97,9.04,22.0,6.79
2012-12-12,5.16,7.47,18.3,5.82
2012-12-13,4.55,6.41,16.0,5.25
2012-12-14,25.8,36.3,98.4,39.1
2012-12-15,17.9,33.2,73.8,17.7
2012-12-16,9.82,18.7,42.2,11.9
2012-12-17,42.7,51.6,130.0,34.9
2012-12-18,12.1,21.5,50.1,12.7
2012-12-19,12.8,19.4,43.1,11.5
2012-12-20,67.9,84.9,201.0,50.7
2012-12-21,25.6,38.9,94.1,24.6
2012-12-22,75.1,84.5,224.0,65.1
2012-12-23,23.0,41.3,91.3,21.7
2012-12-24,13.5,21.0,52.0,14.4
2012-12-25,14.6,25.3,55.7,12.6
2012-12-26,22.9,40.1,88.2,23.0
2012-12-27,13.6,34.0,64.9,12.9
2012-12-28,28.0,39.4,80.3,15.6
2012-12-29,71.9,101.0,231.0,60.9
2012-12-30,78.0,115.0,245.0,58.8
2012-12-31,48.2,97.1,204.0,57.6
2013-01-01,16.0,32.1,71.4,18.0
2013-01-02,19.2,25.4,62.4,14.6
2013-01-03,22.4,32.0,76.0,17.7
2013-01-04,13.2,23.2,54.5,13.8
2013-01-05,9.27,15.9,37.2,10.1
2013-01-06,7.44,12.0,28.3,8.11
2013-01-07,6.6,10.1,24.2,7.15
2013-01-08,11.6,13.7,35.5,9.08
2013-01-09,7.6,12.1,27.7,7.1
2013-01-10,6.11,9.0,21.4,6.2
2013-01-11,5.38,7.68,18.5,5.6
2013-01-12,4.94,6.93,16.8,5.17
2013-01-13,4.52,6.33,15.4,4.9
2013-01-14,5.05,6.55,17.4,6.01
2013-01-15,4.28,5.77,14.7,4.87
2013-01-16,3.74,5.22,13.0,4.38
2013-01-17,3.47,4.92,12.2,4.2
2013-01-18,3.29,4.68,11.8,4.13
2013-01-19,3.1,4.37,11.0,3.91
2013-01-20,3.01,4.21,10.6,3.83
2013-01-21,3.01,4.24,11.1,4.15
2013-01-22,2.88,4.03,10.5,3.94
2013-01-23,2.81,3.94,10.2,3.77
2013-01-24,2.72,3.84,9.89,3.71
2013-01-25,2.81,4.68,12.7,5.65
2013-01-26,28.6,36.4,97.5,40.0
2013-01-27,43.9,82.5,171.0,41.7
2013-01-28,35.7,56.9,121.0,29.1
2013-01-29,29.3,78.3,142.0,34.0
2013-01-30,15.4,36.5,75.2,18.2
2013-01-31,12.3,23.2,53.8,14.4
2013-02-01,8.68,16.9,37.4,10.1
2013-02-02,6.33,11.7,25.9,7.34
2013-02-03,8.06,11.8,27.7,8.38
2013-02-04,12.4,24.3,56.9,16.7
2013-02-05,20.6,37.3,85.5,25.5
2013-02-06,11.5,22.4,50.7,13.0
2013-02-07,6.53,12.4,27.7,8.04
2013-02-08,5.32,9.4,21.6,6.77
2013-02-09,5.55,9.29,21.9,7.0
2013-02-10,10.5,13.5,37.9,12.5
2013-02-11,6.83,10.4,26.2,8.08
2013-02-12,5.1,7.92,19.2,6.16
2013-02-13,38.4,36.8,92.8,24.0
2013-02-14,41.4,61.6,131.0,24.4
2013-02-15,13.9,23.5,51.7,10.6
2013-02-16,7.96,14.1,30.3,7.47
2013-02-17,5.91,10.7,22.8,6.0
2013-02-18,4.86,8.29,18.2,5.23
2013-02-19,4.27,6.84,15.7,4.83
2013-02-20,3.87,6.05,14.1,4.54
2013-02-21,3.32,5.29,12.5,4.2
2013-02-22,2.99,4.77,11.4,4.02
2013-02-23,2.92,4.5,10.9,3.89
2013-02-24,2.78,4.26,10.4,3.76
2013-02-25,2.65,4.06,9.92,3.57
2013-02-26,2.53,3.83,9.38,3.37
2013-02-27,2.41,3.7,9.02,3.3
2013-02-28,2.36,3.54,8.73,3.23
2013-03-01,2.34,3.41,8.55,3.17
2013-03-02,2.26,3.34,8.29,3.05
2013-03-03,2.21,3.21,8.03,2.99
2013-03-04,2.14,3.14,7.86,2.97
2013-03-05,2.08,3.04,7.65,2.92
2013-03-06,2.04,3.05,7.66,2.97
2013-03-07,2.18,3.27,8.35,3.31
2013-03-08,2.2,3.34,8.39,3.33
2013-03-09,2.39,3.73,10.2,4.56
2013-03-10,2.56,4.12,10.3,3.89
2013-03-11,2.07,3.32,8.14,3.08
2013-03-12,2.03,2.97,7.52,2.94
2013-03-13,1.98,2.93,7.34,2.84
2013-03-14,2.4,3.1,8.37,3.49
2013-03-15,10.3,16.1,32.8,6.29
2013-03-16,10.0,15.5,37.8,10.4
2013-03-17,10.4,16.6,41.9,11.7
2013-03-18,7.7,15.7,31.8,7.44
2013-03-19,5.16,10.0,20.8,5.43
2013-03-20,4.12,7.85,16.4,4.49
2013-03-21,3.27,5.97,12.9,3.96
2013-03-22,2.97,5.09,12.0,4.21
2013-03-23,2.77,4.53,11.1,4.18
2013-03-24,2.54,4.3,10.4,3.81
2013-03-25,2.47,4.05,9.76,3.58
2013-03-26,2.47,3.8,9.32,3.42
2013-03-27,2.42,3.68,9.09,3.36
2013-03-28,2.33,3.64,8.85,3.27
2013-03-29,2.29,3.68,8.83,3.24
2013-03-30,2.21,3.57,8.59,3.17
2013-03-31,2.13,3.49,8.34,3.09
2013-04-01,2.07,3.34,8.11,3.09
2013-04-02,2.05,3.26,7.96,3.04
2013-04-03,1.98,3.35,7.93,3.05
2013-04-04,1.95,3.66,8.34,3.14
2013-04-05,1.91,3.66,8.28,3.25
2013-04-06,1.86,3.54,8.02,3.3
2013-04-07,1.84,3.8,8.22,3.18
2013-04-08,1.78,3.58,7.9,3.15
2013-04-09,1.74,3.18,7.4,3.06
2013-04-10,1.71,3.12,7.17,2.92
2013-04-11,1.74,3.16,7.31,2.88
2013-04-12,1.77,3.09,7.37,3.25
2013-04-13,2.04,3.83,8.25,3.46
2013-04-14,6.82,11.6,21.5,4.85
2013-04-15,3.49,7.07,13.4,3.22
2013-04-16,2.54,4.63,9.45,2.79
2013-04-17,2.69,4.39,9.26,3.26
2013-04-18,16.2,21.2,43.5,7.98
2013-04-19,4.16,8.12,15.5,3.78
2013-04-20,2.99,5.49,11.0,2.89
2013-04-21,2.73,4.16,9.24,2.87
2013-04-22,2.72,3.95,8.99,2.93
2013-04-23,2.6,5.26,10.0,2.66
2013-04-24,2.39,5.24,9.58,2.56
2013-04-25,3.75,6.8,13.0,3.62
2013-04-26,3.59,6.36,13.0,4.09
2013-04-27,3.25,4.76,10.4,2.83
2013-04-28,12.5,8.26,22.5,3.34
2013-04-29,5.2,8.35,16.4,2.98
2013-04-30,3.27,4.54,9.98,2.51
