n_nodes,n,e,shapley_node,shapley_edge,sampling_node,sampling_edge,permutation_node,permutation_edge,naive_node,naive_edge,grad_node,grad_edge,k,μ0,μ1
5,4,2,0.888,0.919,0.888,0.919,0.889,0.919,0.899,0.92,0.906,0.965,5.0,1.7,96.28
5,4,2,0.718,0.931,0.719,0.931,0.721,0.931,0.697,0.85,0.726,0.931,2.0,1.69,792.29
5,4,2,0.776,0.899,0.778,0.899,0.774,0.899,0.749,0.922,0.778,0.988,3.0,1.69,792.29
5,4,2,0.837,0.978,0.835,0.978,0.836,0.978,0.801,0.93,0.838,0.989,4.0,1.69,792.29
5,4,2,0.896,0.978,0.894,0.978,0.895,0.978,0.88,0.93,0.899,0.989,5.0,1.69,792.29
5,4,2,0.797,1.0,0.823,1.0,0.74,1.0,0.781,0.667,0.74,1.0,1.0,1.69,1608.76
5,4,2,0.865,0.931,0.884,0.931,0.864,0.931,0.77,0.85,0.842,1.0,2.0,1.69,1608.76
5,4,2,0.896,0.899,0.916,0.899,0.897,0.899,0.828,0.922,0.871,0.955,3.0,1.69,1608.76
5,4,2,0.917,0.978,0.925,0.978,0.915,0.978,0.853,0.93,0.886,0.994,4.0,1.69,1608.76
5,4,2,0.945,0.978,0.953,0.978,0.939,0.978,0.92,0.93,0.931,0.994,5.0,1.69,1608.76
5,4,2,0.716,0.887,0.722,0.967,0.728,0.887,0.707,0.988,0.718,0.932,3.0,1.69,965.89
5,4,2,0.797,0.933,0.794,0.97,0.806,0.933,0.759,0.989,0.789,0.973,4.0,1.69,965.89
5,4,2,0.876,0.933,0.877,0.97,0.883,0.933,0.861,0.989,0.872,0.973,5.0,1.69,965.89
